,0,1,2,3,4,5,6,7
0,-0.008406855,-0.003077019,0.014141154,-0.006442331,-0.018130265,0.0067390315,0.019877445,0.009292044
1,0.5831492,0.7334087,0.67503834,0.8232469,0.8082307,-0.77258223,0.7061501,0.76119024
2,0.5199765,0.64583576,0.585598,0.65516865,0.6796502,-0.5807505,0.51237386,0.62870234
3,0.51729435,0.57448864,0.62114054,0.5355227,0.6778791,-0.57066655,0.5510665,0.5494527
4,0.5876988,0.64712,0.6348386,0.70272493,0.5754144,-0.6577141,0.5418849,0.7146034
5,0.42905506,0.51243967,0.50993454,0.64509267,0.6540497,-0.5181274,0.3278621,0.59487957
6,0.6748392,0.4613695,0.42395723,0.47723487,0.48367983,-0.39333716,0.4016291,0.42159706
7,0.5864728,0.7592933,0.703031,0.66743624,0.6922364,-0.81504494,0.6317747,0.7556306
8,0.818444,0.71729136,0.7289878,0.698297,0.6569614,-0.73523957,0.7099177,0.79821354
9,0.73828423,0.7916673,0.6654849,0.60177153,0.7720511,-0.70955265,0.76402026,0.7050977
10,0.7872532,0.6620218,0.674005,0.5638155,0.74411577,-0.7178825,0.78905797,0.6994268
11,0.63474,0.8179773,0.6154373,0.894798,0.69842297,-0.7911121,0.53357726,0.8111351
12,0.8091821,0.9296836,0.744647,0.7011355,0.8669862,-0.83274233,0.8540201,0.83039623
13,0.5971678,0.62414485,0.64712906,0.7168624,0.6879092,-0.7293991,0.4830965,0.7310071
14,0.7484452,0.79267824,0.78322583,0.73632187,0.7800187,-0.79139894,0.6390533,0.81493545
15,0.51766604,0.8139246,0.6865252,0.9065687,0.831438,-0.6408596,0.5592358,0.6815196
16,0.55831826,0.7065778,0.63425875,0.60844487,0.6390123,-0.6329422,0.6009838,0.58656347
17,0.57433456,0.5834551,0.58550924,0.7411747,0.56610465,-0.55570996,0.5384398,0.62668425
18,0.6796779,0.53638583,0.55472857,0.49643925,0.49706146,-0.6145153,0.67358536,0.5781362
19,0.5880358,0.93257785,0.7137317,0.7553955,0.76426697,-0.6983675,0.6549574,0.79943526
20,0.58507913,0.7155843,0.70354545,0.6001811,0.6356461,-0.6707453,0.6229269,0.6216781
21,0.4754849,0.46688816,0.50613683,0.5684715,0.5271692,-0.48197976,0.5395372,0.48654258
22,0.5057151,0.76285934,0.7300427,0.8975421,0.86670977,-0.7774133,0.7181955,0.9320453
23,0.9204335,0.81995434,0.78388447,0.64788896,0.6965495,-0.80887085,0.7901591,0.7423969
24,0.5797695,0.6987173,0.61123055,0.6970205,0.61144704,-0.6338947,0.650329,0.6570709
25,0.40348494,0.7657861,0.7012438,0.78722066,0.75882155,-0.59173596,0.5510239,0.5707968
26,0.6246729,0.66311556,0.70599866,0.6388756,0.58155715,-0.6124637,0.538178,0.6477548
27,0.53261006,0.5770736,0.59932107,0.62000555,0.56325895,-0.6424215,0.5632816,0.54558396
28,0.60347223,0.759832,0.727399,0.78782326,0.79792064,-0.76179856,0.7074787,0.7802496
29,0.3135685,0.48548868,0.42346096,0.6410422,0.5792924,-0.52997214,0.4102834,0.6112117
30,0.85155934,0.7039881,0.70587504,0.7409989,0.6332776,-0.6538981,0.7451113,0.77245915
31,0.5217259,0.74833524,0.5707207,0.789884,0.74737525,-0.75791574,0.59767234,0.71064335
32,0.8347936,0.63933456,0.68586135,0.58378714,0.70593786,-0.71950513,0.78774947,0.7321671
33,0.60566664,0.6896026,0.6844701,0.6446881,0.57098025,-0.60944784,0.6779169,0.5330047
34,0.38954136,0.5273017,0.43701595,0.4796019,0.53988844,-0.51708806,0.46679342,0.44613752
35,0.3310301,0.3655713,0.4538786,0.373513,0.4413921,-0.47058177,0.4114497,0.45920977
36,0.31950387,0.45418698,0.32780692,0.40720376,0.43009138,-0.43483788,0.41984183,0.44034263
37,0.4683666,0.4327258,0.5339618,0.391019,0.41872188,-0.54546773,0.49678403,0.49417654
38,0.3605757,0.51955074,0.56366575,0.6847125,0.6663415,-0.6118864,0.4541224,0.5910581
39,0.5905089,0.62267816,0.6209489,0.6730872,0.5961686,-0.56081706,0.6144217,0.6617738
40,0.5480006,0.5070326,0.3952255,0.61219716,0.6288766,-0.4519981,0.60911745,0.5352335
41,0.6504258,0.60515505,0.6382556,0.61578256,0.58065104,-0.5762155,0.47234863,0.50995713
42,0.68781346,0.77986443,0.7538911,0.7893943,0.7286065,-0.61403465,0.59724617,0.725983
43,0.5563576,0.49228698,0.4838573,0.55812794,0.58839935,-0.5261381,0.59899926,0.61750174
44,0.5357036,0.6234118,0.6109001,0.5849778,0.6440142,-0.6883493,0.60498226,0.56202465
45,0.74907,0.7530717,0.7571197,0.6968124,0.807201,-0.8003684,0.7693875,0.76824504
46,0.8322556,0.5168275,0.76198286,0.6195049,0.686991,-0.6262892,0.6836204,0.68065333
47,0.7987523,0.5338662,0.62980247,0.54773116,0.6787188,-0.7588401,0.6968233,0.7348869
48,0.9606881,0.6703133,0.7641268,0.72262716,0.7135808,-0.79971236,0.7139468,0.7263772
49,0.6295617,0.6008984,0.6656012,0.5699499,0.6644327,-0.5219785,0.63780886,0.5493637
50,0.7761319,0.8596004,0.8036349,0.91734,0.79979473,-0.7915532,0.79198414,0.8506805
51,0.5847423,0.60678023,0.6758539,0.67557937,0.6649374,-0.6302937,0.7391742,0.5884131
52,0.7717053,0.7133761,0.74076253,0.6702559,0.59175926,-0.77308863,0.6855339,0.7547635
53,0.52309734,0.5377392,0.514906,0.5659278,0.40430635,-0.5857366,0.5698902,0.66274655
54,0.38894135,0.68866515,0.6152561,0.77304,0.6014551,-0.6610681,0.5037978,0.6886582
55,0.6557334,0.74983203,0.6053973,0.72870386,0.6950471,-0.76498055,0.6977667,0.74807745
56,0.8754107,0.80580884,0.7514217,0.7016136,0.63259405,-0.78243357,0.65799415,0.867343
57,0.8069923,0.83521515,0.7671423,0.766657,0.74838924,-0.7255818,0.7442858,0.6841944
58,0.7606748,0.6852551,0.6741662,0.5855638,0.65070397,-0.7297061,0.67296696,0.7233571
59,0.8948179,0.7744067,0.8382696,0.7189477,0.6225437,-0.8029792,0.730553,0.6966085
60,0.7727875,0.7307007,0.8556453,0.62819177,0.7075366,-0.75854,0.68691564,0.8257335
61,0.8357387,0.66064656,0.76900655,0.7265647,0.6136659,-0.75851864,0.6852328,0.6510032
62,0.42359298,0.4619575,0.63478875,0.73618287,0.7061831,-0.5954996,0.5462091,0.58078164
63,0.5460406,0.5508751,0.5345487,0.64180875,0.65840435,-0.5520956,0.62579906,0.59618413
64,0.7281948,0.8697119,0.86152065,0.89205426,0.8715744,-0.70683265,0.82267076,0.8850501
65,0.69077677,0.73067117,0.6781767,0.5384033,0.68885577,-0.6644608,0.52162653,0.7018185
66,0.59410936,0.7056112,0.6269326,0.7073489,0.7627818,-0.5983696,0.5534395,0.6368283
67,0.45717284,0.5705727,0.6056041,0.60065776,0.4770841,-0.55750763,0.48540676,0.5183415
68,0.63660675,0.66074634,0.5736552,0.70838404,0.51771706,-0.6476184,0.6007942,0.6671143
69,0.5693336,0.6836227,0.7740456,0.8622212,0.79211444,-0.73595387,0.6378738,0.70687515
70,0.6900023,0.60947394,0.6972199,0.80244124,0.6735864,-0.67354494,0.56198275,0.7376457
71,0.60463697,0.7466939,0.62310123,0.73927253,0.82750976,-0.70115376,0.68363965,0.61420643
72,0.48848578,0.6178807,0.5548031,0.7070432,0.6307651,-0.5722232,0.3832683,0.62102425
73,0.4700338,0.6907045,0.6220223,0.72052854,0.75086504,-0.5462413,0.5880115,0.65020204
74,0.45434743,0.34392422,0.3418579,0.3222841,0.30595607,-0.45298064,0.34570926,0.3895064
75,0.45782253,0.36255068,0.38588455,0.40152425,0.49516922,-0.4452084,0.46786505,0.46918646
76,0.6539826,0.7211457,0.550285,0.6996916,0.6386276,-0.67083937,0.69037783,0.6525523
77,0.5033621,0.63904446,0.5321335,0.75275093,0.6903324,-0.56352025,0.5631059,0.6410606
78,0.32496798,0.45192775,0.42428535,0.46850088,0.5206576,-0.47287914,0.31872615,0.48221323
79,0.6143579,0.7285488,0.7212223,0.87560886,0.78863263,-0.78526366,0.7189502,0.7668136
80,0.51767963,0.46994525,0.5278249,0.5442709,0.5810921,-0.52780193,0.48138642,0.4212551
81,0.8303509,0.6097136,0.75314313,0.5284448,0.7072626,-0.6029061,0.6145215,0.53079814
82,0.57181203,0.6610204,0.6458615,0.7558416,0.7539245,-0.7331011,0.6398176,0.7369048
83,0.73222816,0.77132046,0.61933726,0.82438934,0.8870947,-0.8594218,0.76445854,0.755728
84,0.5650944,0.49614516,0.5665975,0.5743959,0.5742129,-0.47315735,0.4651387,0.53180707
85,0.5075403,0.55802083,0.58933073,0.55860716,0.5955787,-0.5165514,0.45582625,0.6257783
86,0.69702905,0.7235555,0.65936345,0.6657609,0.7055258,-0.78802156,0.87469995,0.775979
87,0.7537307,0.7125762,0.6721342,0.7197661,0.8058287,-0.6925542,0.6547774,0.8292688
88,0.6114378,0.7154164,0.59175086,0.7408909,0.78424245,-0.5499371,0.6399452,0.65209246
89,0.84165853,0.7430832,0.6983689,0.7136129,0.774727,-0.8921092,0.6501034,0.8228055
90,0.5538433,0.50786936,0.5834945,0.6797567,0.6597423,-0.49146253,0.4279753,0.5902232
91,0.6329833,0.62444043,0.6544267,0.5600225,0.7253021,-0.75789875,0.5576379,0.69511575
92,0.7352323,0.7434026,0.7521593,0.7010324,0.72386134,-0.6832845,0.6097413,0.67898524
93,0.6702236,0.70662093,0.6572255,0.68613994,0.6937058,-0.7656943,0.63096327,0.70327187
94,0.45835873,0.5935304,0.6165609,0.5919969,0.6014582,-0.5374963,0.52654463,0.6699078
95,0.4982936,0.8115005,0.68105274,0.75386286,0.8516662,-0.65491706,0.678873,0.6854164
96,0.65874046,0.78165793,0.6451342,0.87508595,0.7644485,-0.8049196,0.7235645,0.8301288
97,0.58976525,0.739254,0.7143619,0.74934584,0.7623355,-0.70471,0.689882,0.6653923
98,0.8416862,0.89738494,0.77450085,0.8155712,0.7038175,-0.85373175,0.7502354,0.7808852
99,0.78481305,0.71009237,0.6658695,0.62592375,0.67617196,-0.70288444,0.5994035,0.67622566
100,0.6875704,0.8770577,0.9340595,0.7440317,0.7941886,-0.7791587,0.73034644,0.80379933
101,0.6028852,0.5177034,0.5866855,0.70480144,0.65054566,-0.675029,0.62242955,0.71132934
102,0.5052307,0.6024983,0.54373866,0.6093173,0.6372777,-0.51802576,0.5989136,0.5815195
103,0.34351942,0.37196666,0.3559325,0.36523068,0.28293964,-0.37463224,0.25330895,0.3870821
104,0.2092782,0.34562436,0.25437826,0.3385725,0.24267341,-0.23712234,0.21494463,0.30778852
105,0.2584428,0.45897377,0.50877184,0.5875951,0.537607,-0.47861913,0.410276,0.50130445
106,0.90281147,0.2360963,0.4510759,0.5528743,0.5426401,-0.36229238,0.44272006,0.42689764
107,0.61610305,0.5642902,0.63576823,0.6077688,0.7305251,-0.6226883,0.58844453,0.5790258
108,0.72904384,0.44860747,0.5113562,0.5248347,0.51785403,-0.42341807,0.6612484,0.58640283
109,0.72925866,0.60825014,0.6383679,0.7088118,0.559968,-0.46612415,0.6065714,0.62031
110,0.54875207,0.31554937,0.42875412,0.4804893,0.45066017,-0.3738864,0.4717504,0.530812
111,0.6579811,0.7820812,0.6171482,0.7018897,0.6837236,-0.64425397,0.43699357,0.7031022
112,0.3370408,0.23808932,0.25261924,0.41515678,0.4208595,-0.33552557,0.3311315,0.44049788
113,0.6152906,0.1717257,0.39038357,0.3201556,0.3561592,-0.30336186,0.3632285,0.30375916
114,0.8065154,0.8273312,0.8241166,0.7519519,0.73555917,-0.7319568,0.72896016,0.84511185
115,0.54527074,0.48985788,0.5561562,0.48877177,0.4648046,-0.5306645,0.38976565,0.5367415
116,0.49245316,0.8897965,0.7289614,0.7599672,0.7965475,-0.7585846,0.6186452,0.79991347
117,0.26410893,0.7080873,0.65211624,0.9065944,0.8142713,-0.8105789,0.5480668,0.84031445
118,0.20933382,0.6356135,0.5810723,0.813162,0.6816673,-0.5469978,0.4139111,0.7756889
119,0.4406447,0.393032,0.39169097,0.36872464,0.4028089,-0.44099566,0.44630635,0.3885087
120,0.22138308,0.41501942,0.37773582,0.51215374,0.33554274,-0.4024039,0.2408336,0.504579
121,0.29326147,0.5617037,0.5823102,0.91027504,0.6974037,-0.6885154,0.51463616,0.7755657
122,0.4358682,0.5131128,0.4796801,0.34267676,0.44544318,-0.42505464,0.25387356,0.4469864
123,0.48091516,0.5889066,0.60146666,0.6210804,0.6394923,-0.6489553,0.5513696,0.61503834
124,0.7959345,0.7263426,0.67755747,0.6834727,0.7446594,-0.8070945,0.79147536,0.8531989
125,0.43051174,0.63235825,0.60538626,0.810641,0.7774997,-0.7053596,0.42067513,0.75630504
126,0.60017747,0.78992605,0.648923,0.85499585,0.83522767,-0.67838126,0.6177945,0.77156276
127,0.8197479,0.89631915,0.8764738,0.6763359,0.7957788,-0.8285319,0.8034491,0.84635466
128,0.7077171,0.6894773,0.6379397,0.58944565,0.6150051,-0.6934729,0.7300074,0.6240571
129,0.63484836,0.66912055,0.78447354,0.71681327,0.7628537,-0.8253253,0.6206461,0.76842344
130,0.42848027,0.38481683,0.42685622,0.34652156,0.50443786,-0.45720738,0.44873738,0.4677629
131,0.8050346,0.7454476,0.64701235,0.53099173,0.6190359,-0.68481314,0.79227203,0.70454454
132,0.7405613,0.78671587,0.6220098,0.7027288,0.7402054,-0.79676664,0.87506336,0.7760443
133,0.71348834,0.7905629,0.56383055,0.8406875,0.77227074,-0.72955936,0.6917127,0.68553513
134,0.92568743,0.75036037,0.860261,0.64805144,0.73763955,-0.8276557,0.8062401,0.7539359
135,0.8583276,0.69410807,0.6993004,0.5998831,0.6620991,-0.7930977,0.85224235,0.75527024
136,0.76029813,0.8493135,0.740968,0.69670737,0.75345623,-0.7785106,0.80794144,0.6948819
137,0.8921188,0.73328906,0.7022109,0.62895364,0.6755236,-0.6721703,0.6511817,0.7128373
138,0.33790535,0.46923918,0.46534783,0.5554178,0.5391593,-0.4855324,0.44852266,0.4329939
139,0.5627759,0.4999085,0.518944,0.5541135,0.5780501,-0.46905783,0.4791066,0.48497817
140,0.44931456,0.5554728,0.5691812,0.59995705,0.6682157,-0.5625041,0.61436564,0.65171516
141,0.70513254,0.69908875,0.59398925,0.6207125,0.62684894,-0.5677642,0.73397166,0.6391928
142,0.5201272,0.57125926,0.4807253,0.58009934,0.6554707,-0.54149383,0.48771396,0.5110518
143,0.56912607,0.79071915,0.64494914,0.8097467,0.79968673,-0.7671371,0.5690942,0.79421407
144,0.68210226,0.77937806,0.63762504,0.6855224,0.7583487,-0.75738186,0.6459794,0.7126027
145,0.3782232,0.47514662,0.460465,0.5342326,0.52309847,-0.46460968,0.417363,0.52904946
146,0.4838126,0.41007304,0.47347972,0.47964144,0.49741903,-0.4297256,0.3365283,0.587669
147,0.3981243,0.73142517,0.6329715,0.7243764,0.7837865,-0.7112427,0.61766016,0.65654963
148,0.08504657,0.68296295,0.55515236,0.8600105,0.69263744,-0.719133,0.4997568,0.64344764
149,0.69231397,0.60130405,0.5693065,0.49939752,0.5708239,-0.58441657,0.5345804,0.62206435
150,0.64027184,0.74887747,0.7217462,0.7069571,0.7727158,-0.7892871,0.63930255,0.77227527
151,0.69594234,0.71755266,0.7837286,0.64685696,0.74048173,-0.68288887,0.4940435,0.73499185
152,0.6932751,0.7237826,0.74960893,0.5783446,0.59423417,-0.72255725,0.696151,0.6812
153,0.79223186,0.6290586,0.75405794,0.71284336,0.69506097,-0.75218576,0.64950454,0.7293434
154,0.7023272,0.6663451,0.76813793,0.64337647,0.7491398,-0.7843255,0.5656508,0.78842235
155,0.4337148,0.52147704,0.51944715,0.64481646,0.69641715,-0.55178994,0.5322533,0.5727631
156,0.72752273,0.844332,0.7301128,0.620942,0.6781899,-0.7499367,0.7534407,0.8134466
157,0.6388818,0.6816258,0.7028915,0.69092965,0.7474835,-0.8123714,0.6009209,0.6612858
158,0.4400717,0.5500545,0.52767116,0.57755125,0.51308984,-0.4017898,0.32575583,0.47243306
159,0.40606734,0.6417726,0.6289909,0.6733592,0.55683804,-0.5574928,0.6607435,0.682804
160,0.7685375,0.6170369,0.6416406,0.57515293,0.5991118,-0.66024804,0.5771664,0.70060194
161,0.44200066,0.70694596,0.56739646,0.8563612,0.73387784,-0.65703356,0.56190276,0.620687
162,0.74606454,0.64358306,0.67930144,0.6978785,0.68845826,-0.6202977,0.6966697,0.6527463
163,0.6682496,0.6759946,0.7755725,0.666836,0.61526626,-0.64147216,0.5321943,0.60665774
164,0.6963305,0.61060935,0.6977127,0.7541352,0.72118545,-0.70928633,0.6288068,0.776819
165,0.80593127,0.80311936,0.8441818,0.6521959,0.63213414,-0.7018965,0.77100676,0.7515114
166,0.8667138,0.7777807,0.71405095,0.6931442,0.6745233,-0.68470085,0.76965266,0.6859884
167,0.59277797,0.50561804,0.61231786,0.56604874,0.5354712,-0.5745165,0.5183171,0.5565853
168,0.87024003,0.71597505,0.74668264,0.70551455,0.6686684,-0.753754,0.752085,0.7597366
169,0.7201809,0.8290728,0.94336545,0.8229558,0.78135276,-0.8867988,0.72104996,0.81510425
170,0.7547427,0.80665904,0.8451016,0.809036,0.80772895,-0.67442083,0.7912155,0.74928874
